Marker,Sample Name,Lysate,Library,ReadsRaw,ReadsL35,ReadsMapped,ReadsDeduped,%Hominin,UniqueHominin,DuplicationRate,5CT,3CT,5CT_95CI,3CT_95CI,Ancient,ReadsDeam,H_support,H_support_deam,N-HST_support,N-HST_support_deam,N_support,N_support_deam,HST_support,HST_support_deam,D_support,D_support_deam,S_support,S_support_deam,D-S_support,D-S_support_deam
M135 ,SP.A.7627,Lys.A.1401,Lib.F.9342,1711603,840331,74854,1472,74.9,185,85.21,0,6.7,0.0-7.9,0.8-22.1,No,4,**95.0% (19 / 20),NA% (0 / 0),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 30),NA% (0 / 0),0.0% (0 / 41),0.0% (0 / 1),0.0% (0 / 34),0.0% (0 / 2),2.8% (1 / 36),0.0% (0 / 1)
M134 ,SP.A.7626,Lys.A.1400,Lib.F.9341,1574323,763763,44395,759,97.12,101,107.47,0,0,0.0-12.3,0.0-16.8,No,1,**100.0% (12 / 12),100.0% (1 / 1),0.0% (0 / 13),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 22),NA% (0 / 0),0.0% (0 / 21),NA% (0 / 0),0.0% (0 / 21),NA% (0 / 0)
M133 ,SP.A.7625,Lys.A.1399,Lib.F.9340,1437384,697722,277952,7978,98.85,5492,35.98,2,2.3,1.3-3.0,1.5-3.3,No,92,**99.5% (545 / 548),100.0% (1 / 1),0.7% (5 / 700),0.0% (0 / 35),0.0% (0 / 453),NA% (0 / 0),0.0% (0 / 563),0.0% (0 / 18),0.1% (2 / 1356),5.3% (1 / 19),0.0% (0 / 718),0.0% (0 / 7),0.3% (4 / 1192),5.6% (1 / 18)
M132 ,SP.A.7624,Lys.A.1398,Lib.F.9339,1540482,856052,63313,1764,99.76,1225,36.32,0,0.4,0.0-1.5,0.0-2.4,No,9,**98.4% (120 / 122),NA% (0 / 0),0.0% (0 / 152),NA% (0 / 0),0.0% (0 / 86),0.0% (0 / 1),0.0% (0 / 105),0.0% (0 / 1),2.0% (5 / 249),0.0% (0 / 2),3.1% (6 / 196),0.0% (0 / 1),1.5% (5 / 343),NA% (0 / 0)
M131 ,SP.A.7623,Lys.A.1397,Lib.F.9338,1470662,721660,47841,523,97.83,180,125.24,3.3,0,0.1-17.2,0.0-7.0,No,2,**100.0% (20 / 20),NA% (0 / 0),0.0% (0 / 27),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 51),0.0% (0 / 1),0.0% (0 / 22),NA% (0 / 0),2.5% (1 / 40),0.0% (0 / 1)
M130 ,SP.A.7622,Lys.A.1396,Lib.F.9337,1660949,761324,52396,591,96.12,99,192.36,6.9,4.3,0.8-22.8,0.1-21.9,No,4,**80.0% (4 / 5),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 17),0.0% (0 / 1),0.0% (0 / 10),NA% (0 / 0),3.3% (1 / 30),50.0% (1 / 2)
M129 ,SP.A.7621,Lys.A.1395,Lib.F.9336,1808923,952938,201619,7057,45.4,281,51.7,9.3,8.2,3.1-20.3,2.7-18.1,No,14,**96.0% (24 / 25),NA% (0 / 0),0.0% (0 / 23),0.0% (0 / 1),0.0% (0 / 29),0.0% (0 / 1),0.0% (0 / 25),0.0% (0 / 2),0.0% (0 / 49),NA% (0 / 0),0.0% (0 / 27),0.0% (0 / 1),7.0% (5 / 71),0.0% (0 / 1)
M128 ,SP.A.7620,Lys.A.1394,Lib.F.9335,1540695,758658,86191,1400,91.35,412,77.25,1.8,2.3,0.2-6.4,0.3-8.1,No,12,**100.0% (32 / 32),NA% (0 / 0),0.0% (0 / 64),NA% (0 / 0),0.0% (0 / 20),NA% (0 / 0),0.0% (0 / 41),NA% (0 / 0),0.0% (0 / 75),NA% (0 / 0),0.0% (0 / 64),0.0% (0 / 1),0.0% (0 / 89),0.0% (0 / 2)
M127 ,SP.A.7619,Lys.A.1393,Lib.F.9334,1754730,806913,55910,1249,65.16,101,84.18,7.1,6.7,0.2-33.9,0.8-22.1,No,5,**100.0% (5 / 5),NA% (0 / 0),0.0% (0 / 9),NA% (0 / 0),0.0% (0 / 11),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 9),NA% (0 / 0),9.1% (2 / 22),100.0% (2 / 2)
M126 ,SP.A.7618,Lys.A.1392,Lib.F.9333,1561952,744865,112370,1195,99.16,712,106.17,1.7,1,0.2-5.9,0.0-5.3,No,7,**100.0% (49 / 49),NA% (0 / 0),0.0% (0 / 82),NA% (0 / 0),0.0% (0 / 145),NA% (0 / 0),0.0% (0 / 52),0.0% (0 / 1),0.0% (0 / 194),NA% (0 / 0),0.0% (0 / 82),0.0% (0 / 1),0.0% (0 / 118),0.0% (0 / 3)
M125 ,SP.A.7617,Lys.A.1391,Lib.F.9332,1550860,718410,60334,721,95.04,134,156.19,0,0,0.0-13.2,0.0-10.3,No,2,**100.0% (9 / 9),100.0% (1 / 1),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 14),NA% (0 / 0),11.1% (1 / 9),NA% (0 / 0),0.0% (0 / 25),0.0% (0 / 1),0.0% (0 / 13),NA% (0 / 0),3.3% (1 / 30),0.0% (0 / 2)
M124 ,SP.A.7616,Lys.A.1390,Lib.F.9331,1384806,663546,145532,3458,99.47,2646,42.97,0.8,0.3,0.2-2.0,0.0-1.1,No,21,**99.6% (258 / 259),NA% (0 / 0),0.9% (3 / 342),0.0% (0 / 5),0.0% (0 / 188),0.0% (0 / 2),0.0% (0 / 301),0.0% (0 / 2),0.1% (1 / 693),0.0% (0 / 6),0.0% (0 / 383),0.0% (0 / 1),0.7% (4 / 588),0.0% (0 / 3)
M123 ,SP.A.7615,Lys.A.1389,Lib.F.9330,1402321,651352,46949,1084,100,430,50.44,2.2,2.4,0.3-7.7,0.3-8.4,No,7,**98.0% (48 / 49),100.0% (1 / 1),1.9% (1 / 54),NA% (0 / 0),0.0% (0 / 21),NA% (0 / 0),0.0% (0 / 44),0.0% (0 / 1),0.0% (0 / 94),0.0% (0 / 1),0.0% (0 / 71),NA% (0 / 0),0.0% (0 / 111),0.0% (0 / 1)
M122 ,SP.A.7614,Lys.A.1388,Lib.F.9329,1546374,767013,81199,1022,97.88,555,91.71,4.3,1.4,1.4-9.8,0.2-4.9,No,19,**100.0% (52 / 52),100.0% (1 / 1),3.7% (3 / 81),0.0% (0 / 4),0.0% (0 / 30),NA% (0 / 0),0.0% (0 / 64),0.0% (0 / 2),1.2% (2 / 170),0.0% (0 / 4),0.0% (0 / 86),0.0% (0 / 2),0.7% (1 / 152),0.0% (0 / 4)
M121 ,SP.A.7613,Lys.A.1387,Lib.F.9328,1733936,844659,95940,1688,95.18,494,69.28,1.4,0,0.0-7.3,0.0-4.0,No,2,**97.0% (32 / 33),0.0% (0 / 1),0.0% (0 / 70),NA% (0 / 0),0.0% (0 / 37),NA% (0 / 0),0.0% (0 / 45),NA% (0 / 0),0.0% (0 / 169),0.0% (0 / 1),0.0% (0 / 71),NA% (0 / 0),0.9% (1 / 112),NA% (0 / 0)
M120 ,SP.A.7612,Lys.A.1386,Lib.F.9327,1583575,764589,36841,508,77.59,45,140.27,0,0,0.0-41.0,0.0-23.2,No,0,100.0% (2 / 2),NA% (0 / 0),0.0% (0 / 11),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 15),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0)
M119 ,SP.A.7611,Lys.A.1385,Lib.F.9326,1561175,739400,54050,860,91.88,147,119.71,0,4.5,0.0-10.9,0.1-22.8,No,6,**100.0% (14 / 14),NA% (0 / 0),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 25),NA% (0 / 0),5.0% (1 / 20),NA% (0 / 0),0.0% (0 / 32),0.0% (0 / 1)
M118 ,SP.A.7610,Lys.A.1384,Lib.F.9325,1450766,690290,32099,536,91.55,65,105.63,0,11.1,0.0-21.8,1.4-34.7,No,3,100.0% (1 / 1),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 5),0.0% (0 / 1),0.0% (0 / 16),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 13),NA% (0 / 0)
M117 ,SP.A.7609,Lys.A.1383,Lib.F.9324,1581575,747459,101955,1544,86.82,191,152.62,6.4,14.3,1.3-17.5,4.8-30.3,No,13,**91.7% (11 / 12),100.0% (1 / 1),0.0% (0 / 23),0.0% (0 / 1),0.0% (0 / 13),0.0% (0 / 1),0.0% (0 / 14),0.0% (0 / 1),0.0% (0 / 45),0.0% (0 / 1),0.0% (0 / 19),0.0% (0 / 1),3.1% (1 / 32),0.0% (0 / 1)
M116 ,SP.A.7608,Lys.A.1382,Lib.F.9320,1496097,716881,148204,3018,92.56,510,81.92,5.6,0.8,2.1-11.8,0.0-4.5,No,14,**100.0% (38 / 38),NA% (0 / 0),0.0% (0 / 58),0.0% (0 / 2),0.0% (0 / 48),0.0% (0 / 1),1.8% (1 / 56),0.0% (0 / 3),0.0% (0 / 88),0.0% (0 / 1),0.0% (0 / 82),0.0% (0 / 1),2.2% (2 / 92),66.7% (2 / 3)
M115 ,SP.A.7607,Lys.A.1381,Lib.F.9319,1562921,814277,257944,8674,99.78,7408,29.33,1.7,1.3,1.1-2.4,0.9-2.0,No,98,**99.3% (886 / 892),**100.0% (9 / 9),0.0% (0 / 1020),0.0% (0 / 8),0.2% (1 / 647),0.0% (0 / 9),2.3% (20 / 865),0.0% (0 / 14),0.0% (0 / 1884),0.0% (0 / 17),0.2% (3 / 1261),0.0% (0 / 11),0.6% (12 / 1901),2.7% (1 / 37)
M115 ,SP.A.7607,Lys.A.1381,Lib.G.2760,1016544,538406,3074,314,97.32,145,12.21,0,0,0.0-10.0,0.0-9.5,No,1,**100.0% (14 / 14),NA% (0 / 0),0.0% (0 / 18),0.0% (0 / 1),0.0% (0 / 11),0.0% (0 / 1),0.0% (0 / 15),NA% (0 / 0),0.0% (0 / 24),NA% (0 / 0),0.0% (0 / 29),NA% (0 / 0),0.0% (0 / 38),0.0% (0 / 1)
M114 ,SP.A.7606,Lys.A.1380,Lib.F.9318,1883422,887394,104515,1218,98.18,431,129.84,5.4,1.8,2.0-11.4,0.2-6.2,No,13,**92.3% (36 / 39),100.0% (1 / 1),0.0% (0 / 54),0.0% (0 / 2),0.0% (0 / 41),0.0% (0 / 1),0.0% (0 / 34),0.0% (0 / 2),0.0% (0 / 89),0.0% (0 / 3),0.0% (0 / 59),0.0% (0 / 2),1.1% (1 / 92),0.0% (0 / 1)
M113 ,SP.A.7605,Lys.A.1379,Lib.F.9317,1678243,766037,85411,1760,99.78,1332,45.31,1.5,0.5,0.3-4.4,0.0-2.8,No,6,**100.0% (47 / 47),100.0% (1 / 1),0.0% (0 / 242),NA% (0 / 0),0.0% (0 / 206),NA% (0 / 0),2.1% (2 / 94),NA% (0 / 0),0.0% (0 / 382),0.0% (0 / 1),1.0% (1 / 100),0.0% (0 / 1),1.4% (2 / 145),0.0% (0 / 1)
M112 ,SP.A.7604,Lys.A.1378,Lib.F.9316,1538431,706886,52134,678,97.91,281,101.12,7.7,6.1,2.1-18.5,1.7-14.8,No,10,**93.8% (15 / 16),NA% (0 / 0),0.0% (0 / 51),NA% (0 / 0),2.9% (1 / 35),0.0% (0 / 2),0.0% (0 / 32),0.0% (0 / 2),1.1% (1 / 89),0.0% (0 / 1),0.0% (0 / 21),0.0% (0 / 2),2.2% (1 / 46),0.0% (0 / 2)
M111 ,SP.A.7603,Lys.A.1377,Lib.F.9315,1446737,741114,165845,4329,96.91,2291,44.84,2.2,1.8,1.1-4.1,1.0-3.2,No,34,**99.0% (208 / 210),100.0% (1 / 1),0.0% (0 / 313),0.0% (0 / 5),0.0% (0 / 202),NA% (0 / 0),0.0% (0 / 257),0.0% (0 / 1),0.0% (0 / 586),0.0% (0 / 7),0.6% (2 / 360),0.0% (0 / 5),0.8% (5 / 589),0.0% (0 / 6)
M110 ,SP.A.7602,Lys.A.1376,Lib.F.9314,1290488,577256,66939,1526,90.39,348,62.58,3.3,1.5,0.4-11.5,0.0-7.9,No,8,**100.0% (26 / 26),NA% (0 / 0),0.0% (0 / 44),0.0% (0 / 5),0.0% (0 / 23),0.0% (0 / 2),2.8% (1 / 36),0.0% (0 / 1),0.0% (0 / 94),0.0% (0 / 4),0.0% (0 / 57),0.0% (0 / 2),0.0% (0 / 86),0.0% (0 / 1)
M109 ,SP.A.7601,Lys.A.1375,Lib.F.9313,1385717,647847,53881,1044,95.31,61,116.11,0,0,0.0-24.7,0.0-41.0,No,0,**100.0% (8 / 8),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 13),NA% (0 / 0),8.3% (1 / 12),NA% (0 / 0)
M108 ,SP.A.7600,Lys.A.1374,Lib.F.9312,1536868,774347,40994,643,89.45,178,89.85,3.1,0,0.1-16.2,0.0-11.9,No,3,**100.0% (9 / 9),100.0% (1 / 1),0.0% (0 / 44),NA% (0 / 0),14.3% (2 / 14),0.0% (0 / 1),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 62),NA% (0 / 0),0.0% (0 / 19),NA% (0 / 0),0.0% (0 / 42),NA% (0 / 0)
M107 ,SP.A.7599,Lys.A.1373,Lib.F.9311,1535308,707528,43260,594,100,115,112.73,0,3.4,0.0-14.2,0.1-17.8,No,1,**100.0% (5 / 5),NA% (0 / 0),0.0% (0 / 15),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 16),NA% (0 / 0),0.0% (0 / 37),NA% (0 / 0),0.0% (0 / 11),NA% (0 / 0),3.8% (1 / 26),NA% (0 / 0)
M106 ,SP.A.7598,Lys.A.1372,Lib.F.9306,1499132,728186,76521,1460,72.05,116,112.74,13,0,2.8-33.6,0.0-13.2,No,5,**100.0% (15 / 15),100.0% (1 / 1),13.0% (3 / 23),100.0% (1 / 1),0.0% (0 / 16),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 28),NA% (0 / 0),0.0% (0 / 25),0.0% (0 / 1),5.9% (1 / 17),NA% (0 / 0)
M105 ,SP.A.7597,Lys.A.1371,Lib.F.9305,1679610,834293,109195,1716,97.34,622,81.3,2.9,0.5,0.3-9.9,0.0-3.0,No,12,**98.8% (81 / 82),NA% (0 / 0),0.0% (0 / 81),0.0% (0 / 1),0.0% (0 / 60),NA% (0 / 0),0.0% (0 / 70),0.0% (0 / 2),0.0% (0 / 181),0.0% (0 / 2),0.0% (0 / 98),NA% (0 / 0),0.5% (1 / 182),0.0% (0 / 1)
M104 ,SP.A.7596,Lys.A.1370,Lib.F.9300,1633583,809848,93788,2772,98.82,1504,31.61,4.6,0,2.1-8.5,0.0-2.6,No,17,**100.0% (46 / 46),100.0% (1 / 1),0.0% (0 / 262),0.0% (0 / 1),0.0% (0 / 282),0.0% (0 / 3),1.1% (1 / 92),100.0% (1 / 1),0.2% (1 / 556),0.0% (0 / 4),0.0% (0 / 101),0.0% (0 / 1),0.6% (1 / 176),0.0% (0 / 2)
M103 ,SP.A.7595,Lys.A.1369,Lib.F.9299,1583463,792575,56062,1505,69.47,91,71.31,15.8,4.8,3.4-39.6,0.1-23.8,No,4,**87.5% (7 / 8),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 1),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 25),0.0% (0 / 1),0.0% (0 / 12),0.0% (0 / 1),0.0% (0 / 26),NA% (0 / 0)
M102 ,SP.A.7594,Lys.A.1368,Lib.F.9298,1551902,732636,29332,515,93.46,100,87.7,0,0,0.0-17.6,0.0-12.8,No,3,**100.0% (8 / 8),NA% (0 / 0),0.0% (0 / 11),NA% (0 / 0),12.5% (1 / 8),NA% (0 / 0),0.0% (0 / 9),NA% (0 / 0),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 18),0.0% (0 / 2),0.0% (0 / 33),NA% (0 / 0)
M101 ,SP.A.7593,Lys.A.1367,Lib.F.9297,1337206,621760,20554,306,87.5,42,108.31,0,8.3,0.0-26.5,0.2-38.5,No,2,**100.0% (3 / 3),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 11),NA% (0 / 0)
M100 ,SP.A.7592,Lys.A.1366,Lib.F.9296,1610266,768032,180919,4199,48.96,283,71.01,3.6,1.4,0.4-12.5,0.0-7.8,No,6,**100.0% (32 / 32),NA% (0 / 0),0.0% (0 / 31),NA% (0 / 0),0.0% (0 / 29),0.0% (0 / 1),0.0% (0 / 25),0.0% (0 / 1),0.0% (0 / 62),NA% (0 / 0),0.0% (0 / 36),NA% (0 / 0),0.0% (0 / 65),0.0% (0 / 2)
M99 ,SP.A.7591,Lys.A.1365,Lib.F.9295,1531691,750696,356455,14960,99.44,11625,23.01,1,0.8,0.7-1.4,0.6-1.2,No,107,**99.7% (1432 / 1436),**100.0% (15 / 15),0.0% (0 / 1488),0.0% (0 / 14),0.0% (0 / 1062),0.0% (0 / 2),0.0% (0 / 1280),0.0% (0 / 12),0.0% (1 / 2631),0.0% (0 / 17),0.0% (1 / 2257),0.0% (0 / 19),0.3% (12 / 3482),10.5% (2 / 19)
M99 ,SP.A.7591,Lys.A.1365,Lib.G.2759,415231,182975,10914,755,75.95,60,18.6,11.1,0,0.3-48.2,0.0-36.9,No,1,**100.0% (3 / 3),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 15),NA% (0 / 0),9.1% (1 / 11),100.0% (1 / 1)
M98 ,SP.A.7590,Lys.A.1364,Lib.F.9294,1534622,739210,41248,269,93.14,95,242.57,3.8,4,0.1-19.6,0.1-20.4,No,3,**100.0% (4 / 4),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 9),0.0% (0 / 1),0.0% (0 / 31),0.0% (0 / 2),0.0% (0 / 14),0.0% (0 / 2),0.0% (0 / 23),NA% (0 / 0)
M97 ,SP.A.7589,Lys.A.1363,Lib.F.9293,1886870,866441,83166,823,99.22,508,111.07,1.2,4.5,0.0-6.5,1.2-11.1,No,11,**100.0% (51 / 51),NA% (0 / 0),0.0% (0 / 78),0.0% (0 / 4),0.0% (0 / 50),NA% (0 / 0),0.0% (0 / 32),NA% (0 / 0),0.0% (0 / 168),0.0% (0 / 6),0.0% (0 / 38),NA% (0 / 0),2.2% (2 / 93),NA% (0 / 0)
M96 ,SP.A.7588,Lys.A.1362,Lib.F.9292,1449319,672471,46392,555,94.47,188,123.56,0,2.3,0.0-8.2,0.1-12.3,No,2,**100.0% (27 / 27),NA% (0 / 0),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 11),NA% (0 / 0),0.0% (0 / 24),NA% (0 / 0),0.0% (0 / 56),0.0% (0 / 2),0.0% (0 / 32),NA% (0 / 0),0.0% (0 / 57),NA% (0 / 0)
M95 ,SP.A.7587,Lys.A.1361,Lib.F.9291,1402541,662114,76642,1885,85.53,266,62.66,1.4,4.1,0.0-7.8,0.9-11.5,No,6,**100.0% (24 / 24),NA% (0 / 0),0.0% (0 / 25),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 43),0.0% (0 / 1),0.0% (0 / 50),0.0% (0 / 1),0.0% (0 / 35),NA% (0 / 0),0.0% (0 / 65),0.0% (0 / 1)
M94 ,SP.A.7586,Lys.A.1360,Lib.F.9290,1585665,697386,54566,364,97.41,113,243.93,3.8,0,0.1-19.6,0.0-16.1,No,2,**100.0% (10 / 10),NA% (0 / 0),0.0% (0 / 10),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 16),0.0% (0 / 1),0.0% (0 / 33),NA% (0 / 0),0.0% (0 / 23),NA% (0 / 0),0.0% (0 / 35),0.0% (0 / 1)
M93 ,SP.A.7585,Lys.A.1359,Lib.F.9289,1375834,665053,78238,1804,84.29,263,79.48,6.1,3.8,1.3-16.9,0.5-13.2,No,10,**100.0% (18 / 18),NA% (0 / 0),0.0% (0 / 47),0.0% (0 / 3),0.0% (0 / 33),0.0% (0 / 4),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 75),0.0% (0 / 1),0.0% (0 / 35),NA% (0 / 0),0.0% (0 / 60),0.0% (0 / 1)
M92 ,SP.A.7584,Lys.A.1358,Lib.F.9288,1745828,867110,89859,1519,95.16,393,88,0,2.4,0.0-5.1,0.3-8.3,No,10,**100.0% (42 / 42),NA% (0 / 0),7.5% (3 / 40),0.0% (0 / 2),0.0% (0 / 28),NA% (0 / 0),0.0% (0 / 36),0.0% (0 / 3),0.9% (1 / 111),0.0% (0 / 2),0.0% (0 / 57),0.0% (0 / 2),1.2% (1 / 82),NA% (0 / 0)
M91 ,SP.A.7583,Lys.A.1357,Lib.F.9287,1821281,858600,92099,864,99.42,517,122.91,3,2.9,0.6-8.5,0.8-7.3,No,9,**94.3% (50 / 53),100.0% (1 / 1),0.0% (0 / 34),NA% (0 / 0),0.0% (0 / 41),NA% (0 / 0),0.0% (0 / 41),NA% (0 / 0),0.8% (1 / 133),0.0% (0 / 2),0.0% (0 / 81),NA% (0 / 0),0.0% (0 / 128),0.0% (0 / 3)
M90 ,SP.A.7582,Lys.A.1356,Lib.F.9286,1769125,844449,56042,607,96.57,169,147.95,2.1,2.6,0.1-11.1,0.1-13.8,No,5,**100.0% (16 / 16),NA% (0 / 0),0.0% (0 / 17),NA% (0 / 0),0.0% (0 / 16),NA% (0 / 0),0.0% (0 / 19),NA% (0 / 0),2.4% (1 / 41),0.0% (0 / 1),0.0% (0 / 15),NA% (0 / 0),4.3% (2 / 46),0.0% (0 / 1)
M89 ,SP.A.7581,Lys.A.1355,Lib.F.9285,1878549,899127,158692,1881,99.71,1017,105.16,5.4,3.6,2.5-10.0,1.7-6.8,No,32,**97.8% (88 / 90),**80.0% (4 / 5),1.0% (1 / 97),25.0% (1 / 4),0.0% (0 / 122),0.0% (0 / 2),0.0% (0 / 92),0.0% (0 / 1),0.0% (0 / 235),0.0% (0 / 3),0.0% (0 / 139),0.0% (0 / 2),0.0% (0 / 240),0.0% (0 / 6)
M88 ,SP.A.7580,Lys.A.1354,Lib.F.9281,1494161,706416,40618,638,91.76,78,152.58,23.5,26.1,6.8-49.9,10.2-48.4,No,11,**100.0% (6 / 6),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),16.7% (3 / 18),**75.0% (3 / 4),0.0% (0 / 11),0.0% (0 / 1),21.1% (4 / 19),100.0% (1 / 1)
M87 ,SP.A.7579,Lys.A.1353,Lib.F.9280,1713395,759749,88949,1390,90.3,121,141.47,0,0,0.0-16.1,0.0-13.2,No,3,**100.0% (17 / 17),100.0% (1 / 1),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 19),NA% (0 / 0),5.9% (1 / 17),100.0% (1 / 1),3.7% (1 / 27),NA% (0 / 0)
M86 ,SP.A.7578,Lys.A.1352,Lib.F.9279,1704147,810590,82338,1409,93.81,273,91.97,8.1,8.5,1.7-21.9,2.4-20.4,No,16,**97.1% (34 / 35),NA% (0 / 0),0.0% (0 / 22),NA% (0 / 0),0.0% (0 / 17),NA% (0 / 0),0.0% (0 / 25),NA% (0 / 0),0.0% (0 / 65),0.0% (0 / 4),2.4% (1 / 42),50.0% (1 / 2),2.0% (1 / 51),0.0% (0 / 5)
M85 ,SP.A.7577,Lys.A.1351,Lib.F.9278,1627826,768791,112019,1475,88.72,291,143.14,3.2,1.6,0.4-11.2,0.0-8.4,No,7,**100.0% (11 / 11),NA% (0 / 0),0.0% (0 / 27),0.0% (0 / 1),4.2% (1 / 24),NA% (0 / 0),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 95),0.0% (0 / 2),0.0% (0 / 31),0.0% (0 / 1),0.0% (0 / 77),0.0% (0 / 3)
M84 ,SP.A.7576,Lys.A.1350,Lib.F.9277,1485019,706985,73179,696,99.48,577,99.13,0.6,1.7,0.0-3.5,0.2-6.1,No,6,**100.0% (28 / 28),100.0% (2 / 2),0.0% (0 / 77),NA% (0 / 0),0.0% (0 / 73),NA% (0 / 0),0.0% (0 / 27),NA% (0 / 0),0.0% (0 / 135),NA% (0 / 0),0.0% (0 / 59),NA% (0 / 0),0.0% (0 / 102),0.0% (0 / 2)
M83 ,SP.A.7575,Lys.A.1349,Lib.F.9276,1733734,964718,342565,19349,17.64,270,5.18,16.9,7.3,8.4-29.0,2.7-15.2,No,24,**83.3% (25 / 30),50.0% (1 / 2),0.0% (0 / 38),0.0% (0 / 3),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 13),0.0% (0 / 1),9.5% (4 / 42),0.0% (0 / 2),2.9% (1 / 35),0.0% (0 / 3),14.8% (8 / 54),66.7% (2 / 3)
M82 ,SP.A.7574,Lys.A.1348,Lib.F.9275,1667093,933162,321347,16265,21.79,275,2.75,27.9,21.3,17.1-40.8,12.7-32.3,Yes,45,**73.3% (11 / 15),0.0% (0 / 3),17.4% (4 / 23),66.7% (2 / 3),0.0% (0 / 15),0.0% (0 / 1),8.7% (2 / 23),0.0% (0 / 1),3.8% (2 / 53),9.1% (1 / 11),0.0% (0 / 35),0.0% (0 / 7),4.8% (3 / 63),7.7% (1 / 13)
M82 ,SP.A.7574,Lys.A.1348,Lib.F.9275,410303,36532,4765,2011,35.59,21,1.71,16.7,12.5,0.4-64.1,0.3-52.7,No,1,**100.0% (2 / 2),NA% (0 / 0),20.0% (1 / 5),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),50.0% (1 / 2),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),20.0% (1 / 5),NA% (0 / 0)
M82 ,SP.A.7574,Lys.A.1348,Lib.G.2758,2159837,1345363,242325,10593,5.32,34,12.71,16.7,25,0.4-64.1,0.6-80.6,No,3,100.0% (1 / 1),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 5),0.0% (0 / 1),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0)
M81 ,SP.A.7573,Lys.A.1347,Lib.F.9274,1717100,911711,251869,7432,10.23,40,54.75,25,0,5.5-57.2,0.0-36.9,No,3,100.0% (3 / 3),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 2),0.0% (0 / 1),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 4),0.0% (0 / 1),28.6% (2 / 7),100.0% (1 / 1)
