Project Name,Site Name,Site Id,Site Country,Site Coordinates,Layer Name,Layer Parent,Layer Profile,Layer Colour,Layer Texture,Layer Age,Layer Umbrella Culture,Layer Culture,Layer Culture (Mixed),Layer Epoch,Sample Batch Name,Sample Batch Arrival,Fossil Remain,Sample Name,Sample Synonyms,Sample Type,Sample Year of Collection,Sample Provenience,Sample Age,Sample Age Upper,Sample Age Lower,Lysate,ENC Batch,Library,Molecules (qPCR),Efficiency,LNC Batch,Capture,Capture Probe,Sequencing Run,Sequencing Lane,Sequencing Pool,Tag,QC,quicksand version,ReadsRaw,ReadsLengthfiltered,ReadsIdentified,ReadsMapped,ReadsDeduped,DuplicationRate,ReadsBedfiltered,SeqsInAncientTaxa,Ancient,AncientTaxa,OtherTaxa,Subsitutions,QS_ver,CC_reads,CC_percent,RawSeqs,FilteredL35,Identified,%Hominid,Mapped,%Mapped,Unique,Duplication_Rate,5'CT,3'CT,5'CT(95%CI),3'CT(95%CI),cond5'CT(95%CI),cond3'CT(95%CI),MM_Ancient,Deaminated(term3),H_support,H_support_deam,N-HST_support,N-HST_support_deam,N_support,N_support_deam,HST_support,HST_support_deam,D-S_support,D-S_support_deam,D_support,D_support_deam,S_support,S_support_deam,H_der,H_deam_der,N-HST_der,N-HST_deam_der,N_der,N_deam_der,HST_der,HST_deam_der,D-S_der,D-S_deam_der,D_der,D_deam_der,S_der,S_deam_der
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 11.3,Layer 11,Main Chamber,,,"49,000 - 35,000 years",Upper Paleolithic,Initial Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7758,freshkills id:SP6921;Field Id:M267,Sediment,2018,,"49,000 - 35,000 years",49000,35000,Lys.A.1542,LyB-20180128-EZ,Lib.G.794,164637500000,88.92,Pl_289,Cap.E.6758,AA75,190228_D00829_0224,lane2,P.A.862,Screening,Pass,v2.3,1476978,1019265,275177,229418,168159,1.36,162936,168159,++,Bovidae(35194[19.67%]) Canidae(4582[2.6%]) Cervidae(11083[6.33%]) Elephantidae(1948[1.11%]) Equidae(9127[5.24%]) Felidae(1351[0.76%]) Hyaenidae(98302[55.11%]) Rhinocerotidae(5259[3.01%]) Ursidae(1313[0.73%]),-,"Bovidae(33.3[32.2-34.3],19.6[18.8-20.5]) Canidae(40.3[37.4-43.2],23.4[20.9-26.0]) Cervidae(31.8[30.0-33.7],18.3[16.9-19.9]) Elephantidae(41.4[36.7-46.2],19.8[16.3-23.8]) Equidae(39.3[37.2-41.3],22.9[21.2-24.7]) Felidae(41.9[36.6-47.3],26.2[22.0-30.7]) Hyaenidae(28.2[27.6-28.8],15.6[15.1-16.0]) Rhinocerotidae(42.3[39.5-45.0],24.2[21.8-26.6]) Ursidae(30.4[25.2-36.0],27.8[22.9-33.1])",2.3,5.0,0.000338,1476978,1462960,383,0.0,84,21.9,74,1.14,31.2,12.5,11.0-58.7,3.5-29.0,0.0-97.5,0.0-84.2,+,18,^^^100.0% (4 / 4),100.0% (1 / 1),0.0% (0 / 2),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),18.8% (3 / 16),0.0% (0 / 5),0.0% (0 / 8),0.0% (0 / 2),0.0% (0 / 4),NA% (0 / 0),(2523:1)(6452:1)(15649:1)(15667:1),(6452:1),,,,,,,(2955:3),,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 11.3,Layer 11,Main Chamber,,,"49,000 - 35,000 years",Upper Paleolithic,Initial Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7759,freshkills id:SP6922;Field Id:M268,Sediment,2018,,"49,000 - 35,000 years",49000,35000,Lys.A.1543,LyB-20180128-EZ,Lib.G.795,187700000000,79.05,Pl_289,Cap.E.6759,AA75,190228_D00829_0224,lane2,P.A.862,Screening,Pass,v2.3,1390239,992371,263097,221097,170057,1.3,165287,170057,++,Bovidae(29450[16.31%]) Canidae(4760[2.66%]) Cervidae(16605[9.29%]) Elephantidae(33081[18.61%]) Equidae(11947[6.79%]) Felidae(1863[1.04%]) Hyaenidae(67410[37.4%]) Rhinocerotidae(3373[1.9%]) Ursidae(1568[0.87%]),-,"Bovidae(36.8[35.6-38.0],20.8[19.9-21.8]) Canidae(40.5[37.5-43.5],21.5[19.1-24.1]) Cervidae(42.8[41.3-44.4],22.2[20.9-23.5]) Elephantidae(46.8[45.7-48.0],25.0[24.0-26.0]) Equidae(41.0[39.3-42.8],21.8[20.3-23.2]) Felidae(33.1[28.7-37.7],21.7[18.2-25.5]) Hyaenidae(34.1[33.4-34.8],17.0[16.5-17.6]) Rhinocerotidae(38.8[35.4-42.2],23.6[20.7-26.7]) Ursidae(36.5[31.4-41.9],22.0[17.9-26.5])",2.3,34.5,0.002482,1390239,1377729,436,0.0,90,20.6,80,1.12,30.8,17.2,9.1-61.4,5.8-35.8,N/A-N/A,0.0-84.2,-,14,100.0% (1 / 1),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),^^70.0% (7 / 10),NA% (0 / 0),14.3% (1 / 7),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),(6641:1),,,,,,,,(2955:7),,(928:1),,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 11.2,Layer 11,Main Chamber,,,"49,000 - 35,000 years",Upper Paleolithic,Initial Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7760,freshkills id:SP6923;Field Id:M269,Sediment,2018,,"49,000 - 35,000 years",49000,35000,Lys.A.1544,LyB-20180128-EZ,Lib.G.796,117787500000,97.3,Pl_289,Cap.E.6760,AA75,190228_D00829_0224,lane2,P.A.862,Screening,Pass,v2.3,1777021,1198635,320279,269352,196769,1.37,190887,196769,++,Bovidae(68650[32.61%]) Canidae(2687[1.28%]) Cervidae(3929[1.87%]) Elephantidae(1031[0.5%]) Equidae(22957[11.23%]) Felidae(1762[0.85%]) Hyaenidae(80363[38.33%]) Rhinocerotidae(13821[6.72%]) Ursidae(1569[0.75%]),-,"Bovidae(37.9[37.2-38.7],23.2[22.6-23.9]) Canidae(42.4[38.3-46.6],23.5[20.1-27.2]) Cervidae(43.8[40.6-47.1],25.9[23.0-28.9]) Elephantidae(43.3[36.9-49.8],25.1[19.7-31.2]) Equidae(36.0[34.7-37.3],23.9[22.8-25.1]) Felidae(42.3[37.6-47.1],25.0[21.3-29.1]) Hyaenidae(35.2[34.5-35.9],21.5[20.9-22.1]) Rhinocerotidae(39.8[38.2-41.5],24.4[22.9-26.0]) Ursidae(37.2[31.8-42.8],25.1[20.8-29.9])",2.3,0.0,0.0,1777021,1759371,631,0.1,130,20.6,107,1.21,45.8,12.1,25.6-67.2,3.4-28.2,N/A-N/A,0.0-97.5,+,27,^^100.0% (3 / 3),100.0% (1 / 1),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 2),0.0% (0 / 1),0.0% (0 / 6),NA% (0 / 0),^^^61.1% (22 / 36),^^^53.8% (7 / 13),0.0% (0 / 18),0.0% (0 / 2),0.0% (0 / 4),0.0% (0 / 3),(6641:2)(8065:1),(6641:1),,,,,,,(2955:20)(9060:1)(9075:1),(2955:5)(9060:1)(9075:1),,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 11.2,Layer 11,Main Chamber,,,"49,000 - 35,000 years",Upper Paleolithic,Initial Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7761,freshkills id:SP6924;Field Id:M270,Sediment,2018,,"49,000 - 35,000 years",49000,35000,Lys.A.1545,LyB-20180128-EZ,Lib.G.797,118687500000,74.77,Pl_289,Cap.E.6761,AA75,190228_D00829_0224,lane2,P.A.862,Screening,Pass,v2.3,1441620,1036802,276984,231651,173034,1.34,167611,173034,++,Bovidae(42847[23.22%]) Canidae(6280[3.44%]) Cervidae(7054[3.87%]) Elephantidae(2837[1.56%]) Equidae(5799[3.22%]) Felidae(1731[0.95%]) Hyaenidae(87737[47.72%]) Rhinocerotidae(17379[9.64%]) Ursidae(1370[0.74%]),-,"Bovidae(37.2[36.2-38.2],22.5[21.7-23.4]) Canidae(42.6[40.0-45.2],25.5[23.3-27.9]) Cervidae(43.0[40.5-45.4],23.7[21.6-25.8]) Elephantidae(47.0[42.9-51.0],31.7[28.1-35.5]) Equidae(41.2[38.5-43.8],23.9[21.7-26.1]) Felidae(43.9[39.0-48.9],22.5[18.9-26.5]) Hyaenidae(35.5[34.8-36.2],20.0[19.4-20.5]) Rhinocerotidae(43.2[41.7-44.7],25.8[24.5-27.2]) Ursidae(38.8[33.1-44.9],23.9[19.4-28.8])",2.3,87.1,0.006044,1441620,1425850,401,0.0,60,15.0,51,1.18,33.3,17.6,7.5-70.1,3.8-43.4,N/A-N/A,0.0-97.5,-,12,^^^100.0% (3 / 3),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),^^50.0% (3 / 6),100.0% (1 / 1),0.0% (0 / 6),0.0% (0 / 1),0.0% (0 / 5),0.0% (0 / 2),(6266:1)(6452:1)(15148:1),,,,,,,,(2955:3),(2955:1),,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 11.2,Layer 11,Main Chamber,,,"49,000 - 35,000 years",Upper Paleolithic,Initial Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7762,freshkills id:SP6925;Field Id:M271,Sediment,2018,,"49,000 - 35,000 years",49000,35000,Lys.A.1546,LyB-20180128-EZ,Lib.G.798,127925000000,73.64,Pl_289,Cap.E.6762,AA75,190228_D00829_0224,lane2,P.A.862,Screening,Pass,v2.3,1590888,1130917,275754,221369,156522,1.41,152118,156522,++,Bovidae(30770[18.39%]) Canidae(3196[1.91%]) Cervidae(3607[2.15%]) Elephantidae(1141[0.68%]) Equidae(14134[8.64%]) Felidae(1539[0.92%]) Hyaenidae(87303[52.0%]) Rhinocerotidae(12931[7.86%]) Ursidae(1901[1.13%]),-,"Bovidae(35.9[34.7-37.1],19.0[18.1-19.9]) Canidae(44.1[40.2-48.0],24.1[20.9-27.5]) Cervidae(39.9[36.5-43.4],22.1[19.2-25.2]) Elephantidae(38.8[32.6-45.3],21.8[17.0-27.3]) Equidae(40.6[39.0-42.3],20.8[19.5-22.3]) Felidae(43.1[38.2-48.2],27.0[22.8-31.5]) Hyaenidae(34.2[33.6-34.9],18.6[18.0-19.1]) Rhinocerotidae(42.0[40.3-43.8],26.2[24.7-27.8]) Ursidae(36.8[32.2-41.6],23.4[19.6-27.6])",2.3,20.1,0.001266,1590888,1575717,456,0.0,95,20.8,78,1.22,35.3,9.5,14.2-61.7,1.2-30.4,N/A-N/A,0.0-84.2,+,11,100.0% (1 / 1),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),^^^61.3% (19 / 31),^50.0% (2 / 4),0.0% (0 / 9),NA% (0 / 0),100.0% (1 / 1),NA% (0 / 0),(2523:1),,,,,,,,(2955:17)(8152:1)(9527:1),(2955:2),,,(5601:1),
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 11.2,Layer 11,Main Chamber,,,"49,000 - 35,000 years",Upper Paleolithic,Initial Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7763,freshkills id:SP6926;Field Id:M272,Sediment,2018,,"49,000 - 35,000 years",49000,35000,Lys.A.1547,LyB-20180128-EZ,Lib.G.799,75612500000,73.17,Pl_289,Cap.E.6763,AA75,190228_D00829_0224,lane2,P.A.862,Screening,Pass,v2.3,1537793,1041484,259328,206312,143181,1.44,138789,143181,++,Bovidae(44828[29.29%]) Canidae(4199[2.77%]) Cervidae(4954[3.28%]) Elephantidae(1560[1.03%]) Equidae(14412[9.71%]) Felidae(1472[0.97%]) Hyaenidae(63056[41.51%]) Rhinocerotidae(6099[4.09%]) Ursidae(2601[1.71%]),-,"Bovidae(35.8[34.8-36.7],21.8[21.0-22.6]) Canidae(40.1[37.0-43.3],25.7[23.0-28.5]) Cervidae(43.0[40.0-46.0],24.8[22.3-27.4]) Elephantidae(42.6[37.3-48.0],22.9[18.6-27.5]) Equidae(38.7[37.0-40.3],23.0[21.6-24.3]) Felidae(46.6[41.4-52.0],25.9[21.7-30.4]) Hyaenidae(36.2[35.4-37.0],21.3[20.6-21.9]) Rhinocerotidae(40.4[37.9-42.9],24.4[22.3-26.7]) Ursidae(42.8[38.7-47.0],24.2[20.9-27.7])",2.3,7.4,0.00048,1537793,1522538,515,0.1,134,26.0,101,1.33,39.1,19.2,19.7-61.5,6.6-39.4,2.5-100.0,0.8-90.6,+,20,^^^100.0% (7 / 7),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),^50.0% (2 / 4),^^100.0% (2 / 2),0.0% (0 / 5),NA% (0 / 0),^^48.3% (14 / 29),^^62.5% (5 / 8),0.0% (0 / 20),0.0% (0 / 5),11.1% (1 / 9),NA% (0 / 0),(5387:1)(5580:1)(10750:1)(12474:2)(15649:1)(15667:1),,,,(8986:1)(9027:1),(8986:1)(9027:1),,,(2955:14),(2955:5),,,(7774:1),
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 9,,Main Chamber,,,"40,000 - 13,000 years",Upper Paleolithic,Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7764,freshkills id:SP6927;Field Id:M273,Sediment,2018,,"40,000 - 13,000 years",40000,13000,Lys.A.1548,LyB-20180128-EZ,Lib.G.800,65975000000,47.32,Pl_289,Cap.E.6764,AA75,190228_D00829_0224,lane2,P.A.862,Screening,Pass,v2.3,1556488,1135455,299514,243216,172016,1.41,166665,172016,++,Bovidae(42083[22.98%]) Canidae(3597[2.0%]) Cervidae(6528[3.61%]) Elephantidae(3951[2.2%]) Equidae(12415[7.0%]) Felidae(2860[1.59%]) Hyaenidae(82908[45.63%]) Rhinocerotidae(15415[8.63%]) Ursidae(2259[1.25%]),-,"Bovidae(34.9[33.9-35.9],18.5[17.8-19.3]) Canidae(37.5[33.9-41.2],20.5[17.8-23.4]) Cervidae(44.4[41.9-47.0],20.7[18.7-22.8]) Elephantidae(39.6[36.3-43.0],21.7[19.0-24.6]) Equidae(39.8[38.0-41.6],21.3[19.8-22.8]) Felidae(37.1[33.3-41.0],20.3[17.4-23.5]) Hyaenidae(36.2[35.5-36.9],17.9[17.4-18.5]) Rhinocerotidae(40.2[38.6-41.9],20.9[19.6-22.2]) Ursidae(36.0[31.9-40.3],23.2[19.6-27.0])",2.3,0.0,0.0,1556488,1540341,493,0.0,71,14.4,59,1.2,45.5,5.9,16.7-76.6,0.1-28.7,N/A-N/A,0.0-70.8,+,15,NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),^^82.4% (14 / 17),^^100.0% (5 / 5),0.0% (0 / 15),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),,,,,,,,,(2955:14),(2955:5),,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 9,,Main Chamber,,,"40,000 - 13,000 years",Upper Paleolithic,Upper Paleolithic,,,2018 Excavation,2018,,SP.A.7765,freshkills id:SP6928;Field Id:M274,Sediment,2018,,"40,000 - 13,000 years",40000,13000,Lys.A.1549,LyB-20180128-EZ,Lib.G.801,4595000000,33.2,Pl_289,Cap.E.6765,AA75,190228_D00829_0224,lane2,P.A.862,Screening,Pass,v2.3,1450980,900153,3415,2055,56,36.7,37,0,-,-,Bovidae(33[58.92%]) Cercopithecidae(4[7.14%]) Hominidae(19[33.92%]),"Bovidae(16.7[0.4-64.1],0.0[0.0-41.0]) Cercopithecidae(0.0[0.0-97.5],0.0[0.0-97.5]) Hominidae(0.0[0.0-84.2],0.0[0.0-60.2])",2.3,13.1,0.000903,1450980,1426096,1007,33.9,942,93.5,19,49.58,0.0,0.0,0.0-84.2,0.0-60.2,N/A-N/A,N/A-N/A,-,0,NA% (0 / 0),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),,,,,,,,,,,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 14,,Main Chamber,,,"124,000 - 88,000 years",Middle Palaeolithic,Altai Middle Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7766,freshkills id:SP6929;Field Id:M275,Sediment,2018,,"124,000 - 88,000 years",124000,88000,Lys.A.1550,LyB-20180128-EZ,Lib.G.802,139887500000,62.32,Pl_289,Cap.E.6766,AA75,190228_D00829_0224,lane2,P.A.862,Screening,Pass,v2.3,1638488,1110686,272109,230909,161703,1.43,157087,161703,++,Bovidae(34741[19.93%]) Canidae(3881[2.25%]) Cervidae(19423[11.42%]) Elephantidae(1011[0.58%]) Equidae(11127[6.56%]) Hyaenidae(77876[44.92%]) Rhinocerotidae(12522[7.37%]) Ursidae(1122[0.63%]),-,"Bovidae(44.0[42.9-45.1],27.3[26.3-28.2]) Canidae(46.8[43.4-50.2],26.7[23.8-29.8]) Cervidae(39.0[37.5-40.5],25.3[24.0-26.6]) Elephantidae(52.9[46.1-59.7],34.3[28.3-40.6]) Equidae(48.8[46.9-50.7],32.7[30.9-34.5]) Hyaenidae(39.6[38.9-40.3],24.5[23.9-25.1]) Rhinocerotidae(45.5[43.7-47.2],30.4[28.7-32.1]) Ursidae(41.0[34.9-47.4],25.4[20.2-31.1])",2.3,0.0,0.0,1638488,1623223,412,0.0,76,18.4,63,1.21,53.8,8.7,25.1-80.8,1.1-28.0,0.0-97.5,0.0-70.8,+,12,0.0% (0 / 1),0.0% (0 / 1),^40.0% (2 / 5),^^100.0% (2 / 2),100.0% (1 / 1),NA% (0 / 0),0.0% (0 / 8),0.0% (0 / 1),^^81.2% (13 / 16),^^100.0% (4 / 4),0.0% (0 / 18),0.0% (0 / 1),0.0% (0 / 1),0.0% (0 / 1),,,(3399:1)(13801:1),(3399:1)(13801:1),(3918:1),,,,(2955:13),(2955:4),,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,,,,,,,,,,,,,,,,,,,,,,,,,,Lys.A.1551,LyB-20180128-EZ,Lib.G.803,59925000,90.05,Pl_289,Cap.E.6767,AA75,190228_D00829_0224,lane2,P.A.862,ENC,Pass,v2.3,235174,98566,15268,13113,79,165.99,0,0,-,-,Hominidae(79[100.0%]),"Hominidae(0.0[0.0-20.6],0.0[0.0-41.0])",2.3,0.0,0.0,235174,214073,15268,100.0,13113,85.9,79,165.99,0.0,0.0,0.0-20.6,0.0-41.0,N/A-N/A,N/A-N/A,-,1,^^^100.0% (11 / 11),NA% (0 / 0),0.0% (0 / 14),0.0% (0 / 1),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),3.4% (1 / 29),NA% (0 / 0),0.0% (0 / 23),0.0% (0 / 1),10.0% (1 / 10),0.0% (0 / 1),(6266:1)(7891:1)(8021:2)(8065:2)(10307:1)(10324:1)(12474:1)(15649:1)(15667:1),,,,,,,,(6242:1),,,,(13983:1),
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lib.G.805,77600000,94.4,Pl_289,Cap.E.6768,AA75,190228_D00829_0224,lane2,P.A.862,LNC,Pass,v2.3,245086,109903,1060,1037,8,129.62,0,0,-,-,Hominidae(8[100.0%]),"Hominidae(N/A[N/A-N/A],0.0[0.0-84.2])",2.3,0.0,0.0,245086,218387,1060,100.0,1037,97.8,8,129.62,,0.0,N/A-N/A,0.0-84.2,N/A-N/A,N/A-N/A,-,0,NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),,,,,,,,,,,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,,,,,,,,,,,,,,,,,,,,,,,,,,Lys.A.1552,LyB-20180128-EZ,Lib.G.808,48325000,75.55,Pl_289,Cap.E.6769,AA75,190228_D00829_0224,lane2,P.A.862,ENC,Pass,v2.3,207543,83651,12565,9330,63,148.1,0,0,-,-,Hominidae(63[100.0%]),"Hominidae(0.0[0.0-26.5],0.0[0.0-41.0])",2.3,0.0,0.0,207543,183828,12565,100.0,9330,74.3,63,148.1,0.0,0.0,0.0-26.5,0.0-41.0,N/A-N/A,N/A-N/A,-,2,^^^75.0% (3 / 4),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 1),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 17),NA% (0 / 0),0.0% (0 / 19),0.0% (0 / 1),0.0% (0 / 7),NA% (0 / 0),(8021:1)(11590:1)(13359:1),,,,,,,,,,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,,,,,,,,,,,,,,,,,,,,,,,,,,Lys.A.1553,LyB-20180128-EZ,Lib.G.809,58525000,82.43,Pl_289,Cap.E.6770,AA75,190228_D00829_0224,lane2,P.A.862,ENC,Pass,v2.3,285118,123911,9930,9239,32,288.72,0,0,-,-,Hominidae(32[100.0%]),"Hominidae(0.0[0.0-41.0],0.0[0.0-36.9])",2.3,6.7,0.002343,285118,260104,9930,100.0,9239,93.0,32,288.72,0.0,0.0,0.0-41.0,0.0-36.9,N/A-N/A,N/A-N/A,-,0,^^^100.0% (5 / 5),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),(2523:3)(2831:1)(11590:1),,,,,,,,,,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 20,,Main Chamber,,,"294,000 - 151,000 years",Middle Palaeolithic,Altai Early Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7493,freshkills id:SP6656;Field Id:M1,Sediment,2018,,"294,000 - 151,000 years",294000,151000,Lys.A.1262,LyB-20180125-EZ,Lib.F.9177,12437500000,34.52,Pl_307,Cap.E.7222,AA75,190312_D00829_0232,lane1,P.A.872,Screening,Pass,v2.3,2300146,1201774,102584,76660,4820,15.9,4443,4501,++,Bovidae(280[5.47%]) Canidae(2323[45.9%]) Elephantidae(147[2.97%]) Equidae(74[1.43%]) Felidae(524[10.37%]) Hyaenidae(240[4.72%]) Mustelidae(182[3.44%]) Rhinocerotidae(435[8.59%]) Ursidae(296[5.85%]),Cervidae(63[1.25%]) Hominidae(256[5.18%]),"Bovidae(55.7[42.4-68.5],47.5[34.6-60.7]) Canidae(64.7[60.6-68.6],50.1[45.7-54.5]) Cervidae(55.0[31.5-76.9],12.5[0.3-52.7]) Elephantidae(68.6[50.7-83.1],51.4[34.4-68.1]) Equidae(86.7[59.5-98.3],55.0[31.5-76.9]) Felidae(59.3[50.5-67.6],49.2[39.9-58.4]) Hominidae(7.9[2.6-17.6],13.4[6.3-24.0]) Hyaenidae(66.2[53.7-77.2],32.4[21.8-44.5]) Mustelidae(59.1[43.2-73.7],50.0[32.9-67.1]) Rhinocerotidae(62.5[53.2-71.2],47.5[38.2-56.9]) Ursidae(56.9[43.2-69.8],50.8[37.9-63.6])",2.3,0.0,0.0,2300146,2257975,6729,5.2,6173,91.7,256,24.11,7.9,13.4,2.6-17.6,6.3-24.0,2.5-100.0,1.3-98.7,-,22,^^^100.0% (20 / 20),NA% (0 / 0),0.0% (0 / 28),NA% (0 / 0),0.0% (0 / 10),NA% (0 / 0),4.3% (1 / 23),NA% (0 / 0),2.9% (2 / 69),11.1% (1 / 9),4.9% (2 / 41),33.3% (1 / 3),0.0% (0 / 25),0.0% (0 / 3),(2056:2)(6266:2)(8065:1)(9869:1)(10324:1)(10750:3)(13095:1)(13359:3)(15443:3)(15649:1)(15667:2),,,,,,(13563:1),,(7705:1)(14605:1),(14605:1),(596:2),(596:1),,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 20,,Main Chamber,,,"294,000 - 151,000 years",Middle Palaeolithic,Altai Early Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7493,freshkills id:SP6656;Field Id:M1,Sediment,2018,,"294,000 - 151,000 years",294000,151000,Lys.A.1262,LyB-20180125-EZ,Lib.F.9177,12437500000,34.52,Pl_307,Cap.E.7136,AA163,190312_D00829_0232,lane2,P.A.874,Screening,Pass,v2.3,2600505,1328878,132520,114129,591,193.11,57,0,+,-,Bovidae(32[3.02%]) Cercopithecidae(18[1.77%]) Hominidae(530[55.32%]) Mustelidae(11[1.14%]),"Bovidae(44.4[13.7-78.8],50.0[1.3-98.7]) Cercopithecidae(40.0[5.3-85.3],0.0[0.0-60.2]) Hominidae(9.6[4.9-16.6],9.7[5.3-16.0]) Mustelidae(100.0[15.8-100.0],0.0[0.0-84.2])",2.3,0.0,0.0,2600505,2553625,124782,55.3,111203,89.1,530,209.82,9.6,9.7,4.9-16.6,5.3-16.0,0.0-84.2,0.0-84.2,-,45,^^^86.5% (32 / 37),0.0% (0 / 1),1.4% (1 / 72),25.0% (1 / 4),0.0% (0 / 31),0.0% (0 / 1),3.9% (2 / 51),0.0% (0 / 1),2.1% (3 / 143),6.7% (1 / 15),1.1% (1 / 91),25.0% (1 / 4),0.0% (0 / 52),0.0% (0 / 3),(2056:2)(5580:1)(6266:3)(7868:1)(8065:1)(9325:1)(9869:1)(10324:1)(10750:5)(13095:1)(13359:3)(13889:1)(15355:1)(15443:4)(15649:2)(15667:4),,(417:1),(417:1),,,(13563:2),,(7705:1)(12528:1)(14605:1),(14605:1),(596:1),(596:1),,
